design_name,module_interface,ref_solution,prompt
arithmetic_core_cavlc_decoder/cavlc_len_gen,"module cavlc_len_gen module cavlc_len_gen
(
    cavlc_state,
    len_read_total_coeffs_comb,
    len_read_levels_comb,
    len_read_total_zeros_comb,
    len_read_run_befores_comb,
    len_comb
);",@(posedge DEFAULT_CLOCK) ((len_read_run_befores_comb == 0) ##3 (len_comb == 6)) |-> (len_read_run_befores_comb >= 7) && (len_read_run_befores_comb <= 9),"that three cycles after the signal len_read_run_befores_comb is equal to 0 and the signal len_comb is equal to 6, the value of len_read_run_befores_comb must be between 7 and 9 inclusive. Use the signals 'len_read_run_befores_comb' and 'len_comb'."
arithmetic_core_cavlc_decoder/cavlc_len_gen,"module cavlc_len_gen module cavlc_len_gen
(
    cavlc_state,
    len_read_total_coeffs_comb,
    len_read_levels_comb,
    len_read_total_zeros_comb,
    len_read_run_befores_comb,
    len_comb
);",@(posedge DEFAULT_CLOCK) ((cavlc_state >= 126) && (cavlc_state <= 168)) |-> (cavlc_state >= 85) && (cavlc_state <= 168),"that when the cavlc_state is within the range of 126 to 168 inclusive, it must already be within the range of 85 to 168 inclusive at the next positive edge of the DEFAULT_CLOCK. Use the signal 'cavlc_state'."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) (!calc_sel && (level_prefix_comb == 6) ##3 1) |-> (TrailingOnes == 0),"that when 'calc_sel' is deasserted and 'level_prefix_comb' equals 6, after three clock cycles, 'TrailingOnes' must be 0. Use the signals 'calc_sel', 'level_prefix_comb', and 'TrailingOnes'."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) ((level == 2) && (level_prefix_comb >= 1) && (level_prefix_comb <= 3) ##1 1) |-> (tmp1 == 0),"that when 'level' equals 2 and 'level_prefix_comb' is within the range 1 to 3 (inclusive), on the next clock cycle 'tmp1' must equal 0. Use the signals 'level', 'level_prefix_comb', and 'tmp1'."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) ((rbsp_internal >= 36247) && (rbsp_internal <= 38187) ##1 1) |-> (tmp1 == 0),"that when the internal RBSP value is within the specified range of 36247 to 38187 inclusive, on the next clock cycle, the value of tmp1 must be zero. Use the signals 'rbsp_internal' and 'tmp1'."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) ((level_prefix_comb == 6) ##1 (TotalCoeff == 4) ##2 1) |-> t1s_sel,"that when the signal 'level_prefix_comb' is equal to 6, then after one clock cycle the 'TotalCoeff' signal must be equal to 4, and following two more clock cycles, the 't1s_sel' signal must be asserted."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) ((i >= 1) && (i <= 7) && (level_prefix_comb == 7) ##1 !ena ##1 1) |-> prefix_sel,"that when the index 'i' is within the range of 1 to 7 inclusive and the 'level_prefix_comb' signal equals 7, if on the next clock cycle the 'ena' signal is deasserted, then on the following clock cycle, the 'prefix_sel' signal must be asserted."
arithmetic_core_cavlc_decoder/cavlc_read_levels,"module cavlc_read_levels module cavlc_read_levels (
    clk,
    rst_n,
    ena,
    t1s_sel,
    prefix_sel,
    suffix_sel,
    calc_sel,
    TrailingOnes,
    TotalCoeff,
    rbsp,
    i,
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
    len_comb
);",@(posedge clk) ((rbsp >= 11343) && (rbsp <= 16805)) |-> (rbsp >= 0) && (rbsp <= 16805),"that the 'rbsp' signal remains within a valid range after meeting an initial condition. Specifically, if 'rbsp' is between 11343 and 16805 inclusive, it must subsequently remain within the range of 0 to 16805 inclusive. Use the signal 'rbsp'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((level_8 == 451) ##1 1) |-> (level_8 >= 287) && (level_8 <= 394),"that the value of signal 'level_8' is within a specified range after it has equaled a certain value on the next clock cycle. When 'level_8' equals 451 at a rising edge of 'clk', then on the subsequent clock cycle, 'level_8' must be greater than or equal to 287 and less than or equal to 394."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff == 502) ##4 1) |-> (level_10 >= 301) && (level_10 <= 404),"that when the 'coeff' signal equals 502, after exactly 4 clock cycles, the 'level_10' signal must be greater than or equal to 301 and less than or equal to 404. Use the signals 'coeff', 'level_10', and 'clk'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 24) && (coeff <= 49) ##2 (level_15 == 351) ##1 1) |-> (level_6 >= 0) && (level_6 <= 174),"that when the 'coeff' signal is within the range of 24 to 49, then two cycles later 'level_15' equals 351, and one cycle after that, 'level_6' must be within the range of 0 to 174. Use the signals 'coeff', 'level_15', and 'level_6'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 486) && (coeff <= 511) && (level_15 == 444)) |-> (rbsp >= 1257) && (rbsp <= 1641),"that when the 'coeff' signal is within the range 486 to 511 inclusive and the 'level_15' signal is exactly 444, then the 'rbsp' signal must fall within the range 1257 to 1641 inclusive on the subsequent clock cycle. Use the signals 'coeff', 'level_15', and 'rbsp'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 168) && (coeff <= 252) ##3 (level_6 == 509)) |-> (level_11 >= 0) && (level_11 <= 126),"that when the 'coeff' signal is between 168 and 252 inclusive, after exactly 3 clock cycles, 'level_6' must be 509, which in turn implies that the 'level_11' signal must be greater than or equal to 0 and less than or equal to 126 on the next clock cycle. Use the signals 'coeff', 'level_6', and 'level_11'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((level_15 >= 345) && (level_15 <= 511) ##3 (coeff >= 383) && (coeff <= 404)) |-> (i >= 8) && (i <= 11),"that when level_15 is within the inclusive range of 345 to 511, then within precisely 3 clock cycles, coeff must be within the inclusive range of 383 to 404, and if this condition holds, it implies that the value of i must fall within the inclusive range of 8 to 11. Use the signals 'level_15', 'coeff', and 'i'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((level_0 >= 0) && (level_0 <= 122) && (level_15 >= 413) && (level_15 <= 511) ##1 (coeff >= 488) && (coeff <= 511) ##3 1) |-> (TotalZeros_comb >= 0) && (TotalZeros_comb <= 3),"that after a positive edge of the clock, if the signal level_0 is within the range of 0 to 122 inclusive and level_15 is within the range of 413 to 511 inclusive, followed by a cycle where the coeff signal is within the range of 488 to 511 inclusive, then after three more clock cycles, the TotalZeros_comb signal must be within the range of 0 to 3 inclusive. Use the signals 'level_0', 'level_15', 'coeff', and 'TotalZeros_comb'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 142) && (coeff <= 226) && (level_4 >= 492) && (level_4 <= 503) ##2 1) |-> (level_9 >= 107) && (level_9 <= 227),"that when the 'coeff' signal is within the range of 142 to 226 inclusive and the 'level_4' signal is within the range of 492 to 503 inclusive, after a delay of 2 clock cycles, the 'level_9' signal will be within the range of 107 to 227 inclusive. Use the signals 'coeff', 'level_4', and 'level_9'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 117) && (coeff <= 324) ##1 (level_6 >= 217) && (level_6 <= 509) ##2 (coeff >= 172) && (coeff <= 244) ##1 1) |-> (level_0 >= 0) && (level_0 <= 253),"that a sequence of signal values on 'coeff' and 'level_6' implies a range for 'level_0'. Specifically, if 'coeff' is between 117 and 324 on one clock cycle, followed by 'level_6' being between 217 and 509 on the next cycle, and then 'coeff' is between 172 and 244 on the subsequent cycle, it must result in 'level_0' being between 0 and 253 on the following cycle. Use the signals 'coeff', 'level_6', and 'level_0'."
arithmetic_core_cavlc_decoder/cavlc_read_run_befores,"module cavlc_read_run_befores module cavlc_read_run_befores
(
    clk,
    rst_n,
    ena,
    sel,
    clr,
    ZeroLeft_init,
    
    rbsp,
    i,
    TotalZeros_comb,
    
    level_0,
    level_1,
    level_2,
    level_3,
    level_4,
    level_5,
    level_6,
    level_7,
    level_8,
    level_9,
    level_10,
    level_11,
    level_12,
    level_13,
    level_14,
    level_15,
        
    coeff_0,
    coeff_1,
    coeff_2,
    coeff_3,
    coeff_4,
    coeff_5,
    coeff_6,
    coeff_7,
    coeff_8,
    coeff_9,
    coeff_10,
    coeff_11,
    coeff_12,
    coeff_13,
    coeff_14,
    coeff_15,
    ZeroLeft,
    len_comb
);",@(posedge clk) ((coeff >= 209) && (coeff <= 360) && (level_15 >= 115) && (level_15 <= 229) ##1 (coeff >= 313) && (coeff <= 406) ##3 1) |-> (level_14 >= 0) && (level_14 <= 154),"that after a cycle where 'coeff' is between 209 and 360, and 'level_15' is between 115 and 229, it is followed by a cycle where 'coeff' is between 313 and 406, which is then followed by three cycles, 'level_14' will be between 0 and 154. Use the signals 'coeff', 'level_15', and 'level_14'."
